LG浓度,实际浓度,DPPH清除率%均值,标准差
0.021,1.0495424286523223,15.046,20.87399347
-0.28,0.5248074602497725,14.141,20.73834331
-0.581,0.26242185433844417,10.999,15.87091316
-0.882,0.13121998990192033,5.459,16.61273998
-1.183,0.06561452663029053,2.242,11.74197758
-1.484,0.032809529311311904,1.252,6.885326975
