LG浓度,实际浓度,DPPH清除率%均值,标准差
-0.022,0.9506047936562815,15.871,13.04537773
-0.323,0.4753352259428053,15.304,13.90375858
-0.624,0.23768402866248767,12.305,19.33442145
-0.925,0.11885022274370183,6.371,16.54273205
-1.226,0.05942921586155727,3.095,10.20191561
-1.527,0.029716660317380267,1.652,5.976237615
