物质,EC50值,EC50值(LG),R²值
维生素C,0.027227058900343857,-1.5649992691388026,0.9805605019286213
杨梅粉,0.1537309036958925,-0.8132388198424811,0.9990461612440491
黑枸杞粉,0.14437177635156434,-0.8405176999298922,0.998671566628003
余甘子提取物,0.1831344895342317,-0.7372298577526017,0.9999746108430781
蓝莓花青素,0.18802872535037002,-0.7257757980332437,0.9997953572100968
接骨木莓花青素,0.20030104070637608,-0.6983167942318245,0.999785839354621
桂花果提取物,0.2160402992279469,-0.6654652298681808,0.9998630877744058
