物质,EC50值,EC50值(LG),R²值
维生素C,0.02748406895822336,-1.5609189704739352,0.9837846138121531
杨梅粉,0.07161377157965325,-1.1450034533075415,0.9956745158151109
黑枸杞粉,0.07107724098001816,-1.1482694386383905,0.10401203900582967
余甘子提取物,0.07321796773463947,-1.135382329727646,0.9861289333485449
蓝莓花青素,0.1409104776917431,-0.8510567128201996,0.9895347233896177
接骨木莓花青素,0.1251397190760158,-0.9026048242975507,0.9904284800877177
桂花果提取物,0.2719266922406261,-0.5655481601070678,0.9950349748733506
