LG浓度,实际浓度,DPPH清除率%均值,标准差
-0.97469,0.1060010091862526,13.444,22.63288675
-1.27572,0.05300050406396649,12.552,16.42823904
-1.57675,0.026500251767403338,9.239,18.06954608
-1.87615,0.013299949746492488,3.538,12.99063985
-2.18046,0.006599940191598727,1.358,11.0314911
-2.48149,0.0032999700628522904,0.734,6.94340069
