LG浓度,实际浓度,DPPH清除率%均值,标准差
0.009,1.02093948370768,13.444,22.63288675
-0.292,0.5105049999754063,12.552,16.42823904
-0.593,0.2552701302661247,9.239,18.06954608
-0.894,0.12764388088113438,3.538,12.99063985
-1.196,0.06367955209079158,1.358,11.0314911
-1.497,0.03184197521726124,0.734,6.94340069
