LG浓度,实际浓度,DPPH清除率%均值,标准差
0.017,1.0399201658290593,12.952,9.466419767
-0.284,0.519995996533516,12.345,10.28947083
-0.585,0.2600159563165272,8.569,5.733297105
-0.886,0.13001695780332903,2.899,3.182487122
-1.187,0.06501296903430906,1.098,7.985519157
-1.488,0.032508729738543435,0.641,7.780240749
