LG浓度,实际浓度,DPPH清除率%均值,标准差
0.009,1.02093948370768,14.022,28.45481878
-0.292,0.5105049999754063,13.346,27.88271098
-0.593,0.2552701302661247,11.611,28.30187226
-0.894,0.12764388088113438,6.661,27.32811556
-1.196,0.06367955209079158,3.39,18.96784881
-1.497,0.03184197521726124,1.829,10.92622248
